seq_id,start,end,strand,gene
BS3_hap1_chr13,16835647,16837601,-,DAB5.1bG
BS3_hap1_chr13,16856358,16859006,-,DAB5.1aG
BS3_hap1_chr13,16871686,16876990,-,DAA5.1G
BS3_hap1_chr5,27475599,27479683,+,DBB6.1G
BS3_hap1_chr7,3410454,3412654,+,DAA1.1G
BS3_hap1_chr7,3415011,3416639,+,DAB1.1G
BS3_hap1_chr7,3484547,3486891,+,DAB1.3G
BS3_hap1_chr7,4272594,4274717,-,DBA2.1ψG
BS3_hap1_chr7,4275165,4278497,+,DBB2.1G
BS3_hap1_chr7,4344166,4347044,-,DAA2.2G
BS3_hap1_chr7,20974168,20976914,-,DBA3.1G
BS3_hap1_chr7,20977366,20981084,+,DBB3.1G
BS3_hap1_chr7,30201329,30203205,-,DAB4.1G
BS3_hap1_chr7,30205326,30207439,-,DAA4.1G
BS3_hap1_chr7,30237053,30240209,-,DBB4.1G
BS3_hap1_chr7,30240652,30242837,+,DBA4.1G
BS3_hap1_chr5,27470664,27473183,+,DBA6.1NullG
BS3_hap1_chr7,3458969,3481920,+,DAA1.3G
BS3_hap1_chr7,3543897,3546296,+,DAA1.2G
BS3_hap1_chr7,3547852,3549473,+,DAB1.2G
BS3_hap1_chr7,4298897,4300901,-,DAB2.1G
BS3_hap1_chr7,4309843,4312687,-,DAA2.1G
BS3_hap1_chr7,4335933,4338183,-,DAB2.2G
BS3_hap1_chr7,3567132,3568781,-,DBB1.1NullG
