seq_id,start,end,strand,gene
CS2_hap2_chr13,16907805,16909757,-,DAB5.1bG
CS2_hap2_chr13,16946339,16948277,-,DAB5.1aG
CS2_hap2_chr13,16955551,16960853,-,DAA5.1G
CS2_hap2_chr5,26871605,26874268,+,DBB6.1G
CS2_hap2_chr7,3298933,3301020,+,DAA1.1G
CS2_hap2_chr7,3302947,3304748,+,DAB1.1G
CS2_hap2_chr7,4159736,4161875,-,DBA2.1ψG
CS2_hap2_chr7,4162323,4165362,+,DBB2.1G
CS2_hap2_chr7,4195751,4198122,-,DAA2.1G
CS2_hap2_chr7,20842298,20845036,-,DBA3.1G
CS2_hap2_chr7,20845488,20849210,+,DBB3.1G
CS2_hap2_chr7,29863484,29865491,+,DAB4.1G
CS2_hap2_chr7,29876866,29879888,-,DBB4.1G
CS2_hap2_chr7,29880336,29882519,+,DBA4.1G
CS2_hap2_chr5,26866909,26871171,-,DBA6.1NullG
CS2_hap2_chr7,3339837,3359441,+,DAA1.3G
CS2_hap2_chr7,3362118,3364045,+,DAB1.3G
CS2_hap2_chr7,3396432,3398633,+,DAA1.2G
CS2_hap2_chr7,3402488,3405924,+,DAB1.2G
CS2_hap2_chr7,4184252,4186286,-,DAB2.1G
CS2_hap2_chr7,4225738,4230587,-,DAB2.2G
CS2_hap2_chr7,4234587,4236592,-,DAA2.2G
CS2_hap2_chr7,4280656,4282708,-,DAA2.3NullG
CS2_hap2_chr7,4290580,4294283,-,DAB2.3NullG
CS2_hap2_chr7,29857851,29860898,+,DAA4.1G
CS2_hap2_chr7,488185,491080,+,DAA7.1G
CS2_hap2_chr7,503456,505321,+,DAB7.1G
CS2_hap2_chr7,3419092,3421157,-,DBB1.1NullG
