seq_id,start,end,strand,gene
BS6_hap2_chr13,16856920,16858673,-,DAB5.1bNullG
BS6_hap2_chr13,16880426,16883075,-,DAB5.1aG
BS6_hap2_chr13,16888761,16894077,-,DAA5.1G
BS6_hap2_chr5,26998690,26999554,+,DBB6.1NullG
BS6_hap2_chr7,3203223,3205453,+,DAA1.1G
BS6_hap2_chr7,3217715,3219703,+,DAB1.1G
BS6_hap2_chr7,3284538,3286714,+,DAA1.2G
BS6_hap2_chr7,3291128,3293191,+,DAB1.2G
BS6_hap2_chr7,4115376,4117527,-,DBA2.1ψG
BS6_hap2_chr7,4117975,4121024,+,DBB2.1G
BS6_hap2_chr7,4134134,4136152,-,DAB2.1G
BS6_hap2_chr7,4163785,4165528,-,DAB2.2G
BS6_hap2_chr7,4172077,4174889,-,DAA2.2G
BS6_hap2_chr7,20646028,20648775,-,DBA3.1G
BS6_hap2_chr7,20649227,20652951,+,DBB3.1G
BS6_hap2_chr7,30365820,30367977,-,DAB4.1G
BS6_hap2_chr7,30370114,30372315,-,DAA4.1G
BS6_hap2_chr7,30387128,30390295,-,DBB4.1G
BS6_hap2_chr7,30390743,30392938,+,DBA4.1G
BS6_hap2_chr5,26993444,26996001,-,DBA6.1NullG
BS6_hap2_chr7,4139562,4142429,-,DAA2.1G
BS6_hap2_chr7,3301993,3304220,-,DBB1.1NullG
