seq_id,start,end,strand,gene
CS4_hap2_chr13,16688465,16690453,-,DAB5.1bG
CS4_hap2_chr13,16719212,16721861,-,DAB5.1aG
CS4_hap2_chr13,16732152,16737404,-,DAA5.1G
CS4_hap2_chr5,26863437,26866078,+,DBB6.1G
CS4_hap2_chr7,3472545,3474841,+,DAA1.1G
CS4_hap2_chr7,3545457,3547792,+,DAB1.3G
CS4_hap2_chr7,3625309,3627493,+,DAA1.2G
CS4_hap2_chr7,4389470,4391611,-,DBA2.1ψG
CS4_hap2_chr7,4392059,4395113,+,DBB2.1G
CS4_hap2_chr7,4407483,4409495,-,DAB2.1G
CS4_hap2_chr7,4419828,4422584,-,DAA2.1G
CS4_hap2_chr7,21024089,21026806,-,DBA3.1G
CS4_hap2_chr7,21027258,21030966,+,DBB3.1G
CS4_hap2_chr5,26855238,26859064,-,DBA6.1NullG
CS4_hap2_chr7,592163,595058,+,DAA7.1G
CS4_hap2_chr7,607413,609278,+,DAB7.1G
CS4_hap2_chr7,3478523,3480723,+,DAB1.1G
CS4_hap2_chr7,3521275,3542808,+,DAA1.3G
CS4_hap2_chr7,3631798,3635672,+,DAB1.2G
CS4_hap2_chr7,3647389,3653223,-,DBB1.1NullG
