seq_id,start,end,strand,gene
CS10_hap2_chr13,17211170,17213122,-,DAB5.1bNullG
CS10_hap2_chr13,17234783,17237426,-,DAB5.1aG
CS10_hap2_chr13,17242656,17248001,-,DAA5.1G
CS10_hap2_chr5,27318535,27321205,+,DBB6.1G
CS10_hap2_chr7,3444237,3447149,+,DAA1.1G
CS10_hap2_chr7,3501043,3503041,+,DAA1.2G
CS10_hap2_chr7,3529253,3531326,+,DAB1.2G
CS10_hap2_chr7,4281778,4283920,-,DBA2.1ψG
CS10_hap2_chr7,4284368,4287417,+,DBB2.1NullG
CS10_hap2_chr7,4309696,4312470,-,DAA2.1G
CS10_hap2_chr7,4335618,4337630,-,DAB2.2G
CS10_hap2_chr7,4347720,4350473,-,DAA2.2G
CS10_hap2_chr7,21040883,21043634,-,DBA3.1G
CS10_hap2_chr7,21044067,21047790,+,DBB3.1G
CS10_hap2_chr7,30492747,30494748,+,DAB4.1G
CS10_hap2_chr7,30507520,30510683,-,DBB4.1G
CS10_hap2_chr7,30511131,30517309,+,DBA4.1G
CS10_hap2_chr5,27313718,27318101,-,DBA6.1G
CS10_hap2_chr7,241955,244044,+,DAA7.1G
CS10_hap2_chr7,249787,251636,+,DAB7.1NullG
CS10_hap2_chr7,3450732,3452933,+,DAB1.1G
CS10_hap2_chr7,4304318,4306334,-,DAB2.1G
CS10_hap2_chr7,30487103,30490156,+,DAA4.1G
