seq_id,start,end,strand,gene
BS1_hap1_chr13,17008946,17012523,-,DAB5.1bG
BS1_hap1_chr13,17049139,17051077,-,DAB5.1aG
BS1_hap1_chr13,17063842,17069206,-,DAA5.1G
BS1_hap1_chr5,26769285,26771939,-,DBA6.1NullG
BS1_hap1_chr5,26774355,26776995,+,DBB6.1NullG
BS1_hap1_chr7,3021309,3023346,+,DAB1.1G
BS1_hap1_chr7,3064456,3066693,+,DAA1.2G
BS1_hap1_chr7,3935134,3937294,-,DBA2.1ψG
BS1_hap1_chr7,3937742,3941083,+,DBB2.1G
BS1_hap1_chr7,3967471,3969474,-,DAA2.1G
BS1_hap1_chr7,4016801,4019443,-,DAA2.2G
BS1_hap1_chr7,20700951,20703702,-,DBA3.1G
BS1_hap1_chr7,20704154,20707879,+,DBB3.1G
BS1_hap1_chr7,29821340,29823497,-,DAB4.1G
BS1_hap1_chr7,29825636,29827887,-,DAA4.1G
BS1_hap1_chr7,29865969,29868999,-,DBB4.1G
BS1_hap1_chr7,29869447,29871830,+,DBA4.1NullG
BS1_hap1_chr7,3014142,3016734,+,DAA1.1G
BS1_hap1_chr7,3958648,3963925,-,DAB2.1G
BS1_hap1_chr7,3994369,3996353,-,DAB2.2G
BS1_hap1_chr7,3078847,3081206,+,DAB1.2G
BS1_hap1_chr7,3094221,3096465,-,DBB1.1NullG
