seq_id,start,end,strand,gene
CS7_hap2_chr13,17058249,17060201,-,DAB5.1bG
CS7_hap2_chr13,17087430,17090079,-,DAB5.1aG
CS7_hap2_chr13,17097310,17102652,-,DAA5.1G
CS7_hap2_chr5,26640742,26643557,+,DBB6.1G
CS7_hap2_chr7,4061370,4066068,-,DBA2.1ψG
CS7_hap2_chr7,4066516,4069567,+,DBB2.1G
CS7_hap2_chr7,4085652,4087673,-,DAB2.1G
CS7_hap2_chr7,4097211,4099576,-,DAA2.1G
CS7_hap2_chr7,4131554,4136841,-,DAB2.2G
CS7_hap2_chr7,4140840,4142579,-,DAA2.2NullG
CS7_hap2_chr7,4165836,4167873,-,DAB2.3G
CS7_hap2_chr7,4175733,4178540,-,DAA2.3G
CS7_hap2_chr7,21782180,21784916,-,DBA3.1G
CS7_hap2_chr7,21785368,21789092,+,DBB3.1G
CS7_hap2_chr7,30555920,30558032,+,DAA4.1G
CS7_hap2_chr7,30565551,30567780,+,DAB4.1G
CS7_hap2_chr7,30582390,30585407,-,DBB4.1G
CS7_hap2_chr7,30585855,30587964,+,DBA4.1NullG
CS7_hap2_chr5,26635940,26640308,-,DBA6.1G
