seq_id,start,end,strand,gene
BS3_hap2_chr13,17358565,17360517,-,DAB5.1bNullG
BS3_hap2_chr13,17381441,17384067,-,DAB5.1aG
BS3_hap2_chr13,17388564,17393885,-,DAA5.1G
BS3_hap2_chr5,27076583,27079212,+,DBB6.1G
BS3_hap2_chr7,3017184,3019322,+,DAA1.1G
BS3_hap2_chr7,3023728,3025854,+,DAB1.1G
BS3_hap2_chr7,3966266,3968397,-,DBA2.1ψG
BS3_hap2_chr7,3968845,3971859,+,DBB2.1G
BS3_hap2_chr7,3987996,3993283,-,DAB2.1G
BS3_hap2_chr7,3997280,3999561,-,DAA2.1G
BS3_hap2_chr7,4032193,4034858,-,DAA2.2G
BS3_hap2_chr7,20667904,20670643,-,DBA3.1G
BS3_hap2_chr7,20671095,20674821,+,DBB3.1G
BS3_hap2_chr7,29692133,29694641,+,DAA4.1G
BS3_hap2_chr7,29712379,29715386,-,DBB4.1G
BS3_hap2_chr7,29715834,29717982,+,DBA4.1G
BS3_hap2_chr5,27072109,27074166,-,DBA6.1NullG
BS3_hap2_chr7,3062772,3067689,+,DAA1.2NullG
BS3_hap2_chr7,3088071,3090155,+,DAB1.2G
BS3_hap2_chr7,4022314,4024368,-,DAB2.2G
BS3_hap2_chr7,29697626,29701601,+,DAB4.1NullG
BS3_hap2_chr7,3102776,3104867,-,DBB1.1NullG
