seq_id,start,end,strand,gene
BS4_hap1_chr13,16877847,16879799,-,DAB5.1bG
BS4_hap1_chr13,16900922,16903571,-,DAB5.1aG
BS4_hap1_chr13,16909872,16915207,-,DAA5.1G
BS4_hap1_chr5,27031172,27033832,+,DBB6.1G
BS4_hap1_chr7,3803680,3805686,+,DAA1.1G
BS4_hap1_chr7,3812750,3814938,+,DAB1.1G
BS4_hap1_chr7,3872123,3874375,+,DAA1.2G
BS4_hap1_chr7,3885686,3887825,+,DAB1.2G
BS4_hap1_chr7,4645296,4647430,-,DBA2.1ψG
BS4_hap1_chr7,4647878,4650928,+,DBB2.1G
BS4_hap1_chr7,4666802,4672089,-,DAB2.1G
BS4_hap1_chr7,4676104,4678379,-,DAA2.1G
BS4_hap1_chr7,4700901,4702955,-,DAB2.2G
BS4_hap1_chr7,4711371,4714178,-,DAA2.2G
BS4_hap1_chr7,21387321,21390076,-,DBA3.1G
BS4_hap1_chr7,21390528,21394253,+,DBB3.1G
BS4_hap1_chr7,30659117,30662159,+,DAA4.1G
BS4_hap1_chr7,30667025,30669020,+,DAB4.1G
BS4_hap1_chr7,30681218,30683944,-,DBB4.1G
BS4_hap1_chr7,30684392,30686532,+,DBA4.1NullG
BS4_hap1_chr5,27026174,27028757,-,DBA6.1NullG
BS4_hap1_chr7,3901614,3903838,-,DBB1.1NullG
