seq_id,start,end,strand,gene
CS5_hap1_chr13,17219922,17221918,-,DAB5.1bNullG
CS5_hap1_chr13,17261397,17263336,-,DAB5.1aG
CS5_hap1_chr13,17270613,17275958,-,DAA5.1G
CS5_hap1_chr5,27064726,27069046,-,DBA6.1NullG
CS5_hap1_chr5,27069717,27072376,+,DBB6.1G
CS5_hap1_chr7,3677934,3680928,+,DAA1.1G
CS5_hap1_chr7,3748308,3750527,+,DAA1.2G
CS5_hap1_chr7,4551959,4554088,-,DBA2.1ψG
CS5_hap1_chr7,4554536,4557586,+,DBB2.1G
CS5_hap1_chr7,21651890,21654633,-,DBA3.1G
CS5_hap1_chr7,21655085,21658807,+,DBB3.1G
CS5_hap1_chr7,30300553,30302552,-,DAB8.1G
CS5_hap1_chr7,30364196,30366422,+,DAA8.2G
CS5_hap1_chr7,30368526,30370440,+,DAB8.2G
CS5_hap1_chr7,30645901,30648908,-,DBB4.1G
CS5_hap1_chr7,30649356,30651551,+,DBA4.1NullG
CS5_hap1_chr7,3684515,3686728,+,DAB1.1G
CS5_hap1_chr7,3762306,3764519,+,DAB1.2G
CS5_hap1_chr7,4573201,4578483,-,DAB2.1G
CS5_hap1_chr7,4582029,4584033,-,DAA2.1NullG
CS5_hap1_chr7,4607261,4609313,-,DAB2.2NullG
CS5_hap1_chr7,4617152,4620866,-,DAA2.2NullG
CS5_hap1_chr7,30278198,30283923,-,DBA8.1G
CS5_hap1_chr7,30284371,30287094,+,DBB8.1G
CS5_hap1_chr7,30305155,30308208,-,DAA8.1G
CS5_hap1_chr7,30621469,30623447,-,DAB4.1G
CS5_hap1_chr7,30626443,30630431,-,DAA4.1G
CS5_hap1_chr7,3776257,3782080,-,DBB1.1NullG
