seq_id,start,end,strand,gene
BS4_hap2_chr13,16685981,16687920,-,DAB5.1bG
BS4_hap2_chr13,16723880,16725812,-,DAB5.1aG
BS4_hap2_chr13,16733094,16738455,-,DAA5.1G
BS4_hap2_chr5,27229774,27231851,-,DBA6.1NullG
BS4_hap2_chr5,27234251,27237331,+,DBB6.1NullG
BS4_hap2_chr7,618294,620348,+,DAA7.1G
BS4_hap2_chr7,627170,629062,+,DAB7.1G
BS4_hap2_chr7,3401188,3403399,+,DAA1.1G
BS4_hap2_chr7,3407207,3409340,+,DAB1.1G
BS4_hap2_chr7,3459423,3479568,+,DAA1.3G
BS4_hap2_chr7,3482227,3484141,+,DAB1.3G
BS4_hap2_chr7,3515405,3517840,+,DAA1.2G
BS4_hap2_chr7,3519421,3521042,+,DAB1.2G
BS4_hap2_chr7,4288212,4290392,-,DBA2.1ψG
BS4_hap2_chr7,4290840,4293884,+,DBB2.1G
BS4_hap2_chr7,4312292,4314307,-,DAB2.1G
BS4_hap2_chr7,4355048,4357066,-,DAB2.2G
BS4_hap2_chr7,4331327,4332082,-,DAA2.1NullG
BS4_hap2_chr7,4359921,4367609,-,DAA2.2G
BS4_hap2_chr7,20487737,20490483,-,DBA3.1G
BS4_hap2_chr7,20490935,20494633,+,DBB3.1G
BS4_hap2_chr7,28870612,28876750,-,DBA4.1NullG
BS4_hap2_chr7,28877198,28880214,+,DBB4.1G
BS4_hap2_chr7,28895161,28897178,-,DAB4.1G
BS4_hap2_chr7,28899945,28903007,-,DAA4.1G
BS4_hap2_chr7,3538058,3539903,-,DBB1.1NullG
