seq_id,start,end,strand,gene
NSSH10_hap2_chr13,16795269,16797258,-,DAB5.1bNullG
NSSH10_hap2_chr13,16821936,16823881,-,DAB5.1aG
NSSH10_hap2_chr13,16831162,16836507,-,DAA5.1G
NSSH10_hap2_chr5,27267744,27270409,+,DBB6.1NullG
NSSH10_hap2_chr7,3086382,3088624,+,DAA1.1G
NSSH10_hap2_chr7,3092986,3095154,+,DAB1.1G
NSSH10_hap2_chr7,3128172,3130300,+,DAB1.2G
NSSH10_hap2_chr7,3999665,4001781,-,DBA2.1ψG
NSSH10_hap2_chr7,4002229,4005283,+,DBB2.1G
NSSH10_hap2_chr7,4030563,4033477,-,DAA2.1G
NSSH10_hap2_chr7,20617703,20620449,-,DBA3.1G
NSSH10_hap2_chr7,20620901,20624440,+,DBB3.1G
NSSH10_hap2_chr7,29661727,29664485,-,DBA4.1G
NSSH10_hap2_chr7,29664933,29667927,+,DBB4.1G
NSSH10_hap2_chr7,29687883,29690106,+,DAA4.1G
NSSH10_hap2_chr7,29765595,29771931,-,DBA4.2G
NSSH10_hap2_chr7,29772379,29775396,+,DBB4.2G
NSSH10_hap2_chr7,29799677,29801898,+,DAA4.2G
NSSH10_hap2_chr7,29804019,29805908,+,DAB4.2G
NSSH10_hap2_chr5,27262648,27265326,-,DBA6.1NullG
NSSH10_hap2_chr7,290513,292405,+,DAB7.1G
NSSH10_hap2_chr7,3121998,3124527,+,DAA1.2G
NSSH10_hap2_chr7,4020802,4022812,-,DAB2.1G
NSSH10_hap2_chr7,4070182,4072378,+,DAA2.2G
NSSH10_hap2_chr7,4099885,4103449,+,DAB2.2G
NSSH10_hap2_chr7,29692195,29695609,+,DAB4.1G
NSSH10_hap2_chr7,281607,283687,+,DAA7.1G
NSSH10_hap2_chr8,31800980,31803998,+,DAA9.1G
NSSH10_hap2_chr8,31811973,31816171,+,DAB9.1G
NSSH10_hap2_chr7,3150014,3152278,-,DBB1.1NullG
