seq_id,start,end,strand,gene
BS2_hap1_chr13,17120256,17122208,-,DAB5.1bG
BS2_hap1_chr13,17151680,17153623,-,DAB5.1aG
BS2_hap1_chr13,17160904,17166295,-,DAA5.1G
BS2_hap1_chr5,26812495,26815152,-,DBA6.1NullG
BS2_hap1_chr5,26817367,26819974,+,DBB6.1G
BS2_hap1_chr7,3360161,3362269,+,DAA1.1G
BS2_hap1_chr7,3364193,3365972,+,DAB1.1G
BS2_hap1_chr7,3420865,3422949,+,DAB1.3G
BS2_hap1_chr7,4258533,4260654,-,DBA2.1ψG
BS2_hap1_chr7,4261105,4264155,+,DBB2.1G
BS2_hap1_chr7,4339355,4341636,-,DAA2.2G
BS2_hap1_chr7,4387775,4390417,-,DAA2.3G
BS2_hap1_chr7,21023348,21026112,-,DBA3.1G
BS2_hap1_chr7,21026564,21030273,+,DBB3.1G
BS2_hap1_chr7,30576937,30579154,-,DBA4.1G
BS2_hap1_chr7,30582686,30585692,+,DBB4.1G
BS2_hap1_chr7,30629024,30631250,+,DAA4.1G
BS2_hap1_chr7,30633354,30635268,+,DAB4.1G
BS2_hap1_chr7,3407657,3410281,+,DAA1.3G
BS2_hap1_chr7,3457883,3461374,+,DAA1.2G
BS2_hap1_chr7,3463357,3466496,+,DAB1.2G
BS2_hap1_chr7,3482975,3485515,-,DBB1.1NullG
BS2_hap1_chr7,4280250,4282271,-,DAB2.1G
BS2_hap1_chr7,4291802,4294167,-,DAA2.1G
BS2_hap1_chr7,4326302,4335357,-,DAB2.2G
BS2_hap1_chr7,4365342,4367326,-,DAB2.3G
BS2_hap1_chr8,31926747,31929254,+,DAA9.1G
BS2_hap1_chr8,31937171,31941369,+,DAB9.1G
