seq_id,start,end,strand,gene
CS8_hap2_chr13,16715350,16717304,-,DAB5.1bG
CS8_hap2_chr13,16742896,16745546,-,DAB5.1aG
CS8_hap2_chr13,16752798,16758140,-,DAA5.1G
CS8_hap2_chr5,27131771,27134470,+,DBB6.1G
CS8_hap1_chr5,27472924,27475038,-,DBA6.1NullG
CS8_hap2_chr7,3363869,3366017,+,DAA1.1G
CS8_hap2_chr7,3368527,3370330,+,DAB1.1G
CS8_hap2_chr7,3457686,3460001,+,DAA1.2G
CS8_hap2_chr7,4199214,4201341,-,DBA2.1ψG
CS8_hap2_chr7,4201789,4205121,+,DBB2.1G
CS8_hap2_chr7,4225523,4227527,-,DAB2.1G
CS8_hap2_chr7,4262677,4264927,-,DAB2.2G
CS8_hap2_chr7,4270910,4273793,-,DAA2.2G
CS8_hap2_chr7,20677938,20680681,-,DBA3.1G
CS8_hap2_chr7,20681133,20684861,+,DBB3.1G
CS8_hap2_chr7,29992500,29994671,-,DAB4.1G
CS8_hap2_chr7,29997675,30000012,-,DAA4.1G
CS8_hap2_chr7,30015030,30018029,-,DBB4.1G
CS8_hap2_chr5,27127704,27131337,-,DBA6.1G
CS8_hap2_chr7,3462780,3465218,+,DAB1.2G
CS8_hap2_chr7,4236461,4239305,-,DAA2.1G
CS8_hap2_chr7,3477728,3481982,-,DBB1.1NullG
