seq_id,start,end,strand,gene
CS10_hap1_chr13,16981856,16983808,-,DAB5.1bG
CS10_hap1_chr13,17010683,17013332,-,DAB5.1aG
CS10_hap1_chr13,17017751,17023133,-,DAA5.1G
CS10_hap1_chr7,3071393,3073542,+,DAA1.1G
CS10_hap1_chr7,3077931,3080061,+,DAB1.1G
CS10_hap1_chr7,3122168,3124309,+,DAB1.2G
CS10_hap1_chr7,3903203,3905344,-,DBA2.1ψG
CS10_hap1_chr7,3905792,3909133,+,DBB2.1G
CS10_hap1_chr7,3927577,3929592,-,DAB2.1G
CS10_hap1_chr7,3975768,3977784,-,DAB2.2G
CS10_hap1_chr7,3980730,3988387,-,DAA2.2G
CS10_hap1_chr7,4011642,4013668,-,DAB2.3G
CS10_hap1_chr7,4040711,4047808,-,DAA2.3G
CS10_hap1_chr7,20425219,20427957,-,DBA3.1G
CS10_hap1_chr7,20428418,20432127,+,DBB3.1G
CS10_hap1_chr7,29313538,29315446,-,DAB4.1G
CS10_hap1_chr7,29317586,29319735,-,DAA4.1G
CS10_hap1_chr7,29369347,29371712,+,DAB4.2G
CS10_hap1_chr7,29381591,29384317,-,DBB4.1G
CS10_hap1_chr7,29384765,29386946,+,DBA4.1NullG
CS10_hap1_chr5,26971788,26974697,-,DBA6.1NullG
CS10_hap1_chr5,26975123,26977288,+,DBB6.1G
CS10_hap1_chr7,3113700,3116402,+,DAA1.2G
CS10_hap1_chr7,29361486,29364642,+,DAA4.2G
CS10_hap1_chr7,3165309,3167541,-,DBB1.1NullG
