seq_id,start,end,strand,gene
Reference_chr7,3521116,3523240,-,DBA2.1ψG
Reference_chr7,3523688,3527022,+,DBB2.1G
Reference_chr7,3543421,3551342,-,DAB2.1G
Reference_chr7,3572828,3575492,-,DAA2.1G
CS2_hap1_chr7,3870265,3872368,-,DBA2.1ψG
CS2_hap1_chr7,3872816,3875805,+,DBB2.1G
CS2_hap1_chr7,3967664,3969718,-,DAB2.3G
CS2_hap1_chr7,3977541,3980207,-,DAA2.3G
CS2_hap1_chr7,3891831,3893852,-,DAB2.1G
CS2_hap1_chr7,3903392,3905757,-,DAA2.1G
CS2_hap1_chr7,3933707,3938994,-,DAB2.2G
CS2_hap1_chr7,3942991,3945272,-,DAA2.2G
CS2_hap2_chr7,4159736,4161875,-,DBA2.1ψG
CS2_hap2_chr7,4162323,4165362,+,DBB2.1G
CS2_hap2_chr7,4195751,4198122,-,DAA2.1G
CS2_hap2_chr7,4184252,4186286,-,DAB2.1G
CS2_hap2_chr7,4225738,4230587,-,DAB2.2G
CS2_hap2_chr7,4234587,4236592,-,DAA2.2G
CS2_hap2_chr7,4280656,4282708,-,DAB2.3NullG
CS2_hap2_chr7,4290580,4294283,-,DAA2.3NullG
CS4_hap1_chr7,4075465,4077606,-,DBA2.1ψG
CS4_hap1_chr7,4078054,4081395,+,DBB2.1G
CS4_hap1_chr7,4148030,4150046,-,DAB2.2G
CS4_hap1_chr7,4213298,4220400,-,DAA2.3G
CS4_hap1_chr7,4118867,4119622,-,DAA2.1NullG
CS4_hap1_chr7,4152976,4160632,-,DAA2.2G
CS4_hap1_chr7,4184131,4186220,-,DAB2.3G
CS4_hap1_chr7,4101794,4099841,-,DAB2.1G
CS4_hap2_chr7,4389470,4391611,-,DBA2.1ψG
CS4_hap2_chr7,4392059,4395113,+,DBB2.1G
CS4_hap2_chr7,4407483,4409495,-,DAB2.1G
CS4_hap2_chr7,4419828,4422584,-,DAA2.1G
CS5_hap1_chr7,4551959,4554088,-,DBA2.1ψG
CS5_hap1_chr7,4554536,4557586,+,DBB2.1G
CS5_hap1_chr7,4573201,4578483,-,DAB2.1G
CS5_hap1_chr7,4582029,4584033,-,DAA2.1NullG
CS5_hap1_chr7,4607261,4609313,-,DAB2.2NullG
CS5_hap1_chr7,4617152,4620866,-,DAA2.2NullG
CS5_hap2_chr7,4120172,4122313,-,DBA2.1ψG
CS5_hap2_chr7,4122761,4125813,+,DBB2.1G
CS5_hap2_chr7,4154974,4157345,-,DAA2.1G
CS5_hap2_chr7,4143410,4145431,-,DAB2.1G
CS5_hap2_chr7,4195956,4200805,-,DAB2.2G
CS5_hap2_chr7,4204807,4206814,-,DAA2.2G
CS7_hap1_chr7,4426451,4428585,-,DBA2.1ψG
CS7_hap1_chr7,4429033,4432367,+,DBB2.1G
CS7_hap1_chr7,4446158,4448179,-,DAB2.1G
CS7_hap1_chr7,4460217,4462582,-,DAA2.1G
CS7_hap1_chr7,4488706,4490690,-,DAB2.2G
CS7_hap1_chr7,4501886,4504528,-,DAA2.2G
CS7_hap2_chr7,4061370,4066068,-,DBA2.1ψG
CS7_hap2_chr7,4066516,4069567,+,DBB2.1G
CS7_hap2_chr7,4085652,4087673,-,DAB2.1G
CS7_hap2_chr7,4097211,4099576,-,DAA2.1G
CS7_hap2_chr7,4131554,4136841,-,DAB2.2G
CS7_hap2_chr7,4140840,4142579,-,DAA2.2NullG
CS7_hap2_chr7,4165836,4167873,-,DAB2.3G
CS7_hap2_chr7,4175733,4178540,-,DAA2.3G
CS8_hap1_chr7,4161051,4163156,-,DBA2.1ψG
CS8_hap1_chr7,4163603,4166653,+,DBB2.1G
CS8_hap1_chr7,4253427,4255650,-,DAA2.1G
CS8_hap1_chr7,4299506,4304355,-,DAB2.2G
CS8_hap1_chr7,4308214,4310245,-,DAA2.2G
CS8_hap1_chr7,4352244,4354296,-,DAB2.3NullG
CS8_hap1_chr7,4360459,4364174,-,DAA2.3NullG
CS8_hap1_chr7,4185737,4188475,-,DAB2.1G
CS8_hap2_chr7,4199214,4201341,-,DBA2.1ψG
CS8_hap2_chr7,4201789,4205121,+,DBB2.1G
CS8_hap2_chr7,4225523,4227527,-,DAB2.1G
CS8_hap2_chr7,4262677,4264927,-,DAB2.2G
CS8_hap2_chr7,4270910,4273793,-,DAA2.2G
CS8_hap2_chr7,4236461,4239305,-,DAA2.1G
CS10_hap1_chr7,3903203,3905344,-,DBA2.1ψG
CS10_hap1_chr7,3905792,3909133,+,DBB2.1G
CS10_hap1_chr7,3927577,3929592,-,DAB2.1G
CS10_hap1_chr7,3946605,3947360,-,DAA2.1NullG
CS10_hap1_chr7,3975768,3977784,-,DAB2.2G
CS10_hap1_chr7,3980730,3988387,-,DAA2.2G
CS10_hap1_chr7,4011642,4013668,-,DAB2.3G
CS10_hap1_chr7,4040711,4047808,-,DAA2.3G
CS10_hap2_chr7,4281778,4283920,-,DBA2.1ψG
CS10_hap2_chr7,4284368,4287417,+,DBB2.1NullG
CS10_hap2_chr7,4309696,4312470,-,DAA2.1G
CS10_hap2_chr7,4335618,4337630,-,DAB2.2G
CS10_hap2_chr7,4347720,4350473,-,DAA2.2G
CS10_hap2_chr7,4304318,4306334,-,DAB2.1G
BS1_hap1_chr7,3935134,3937294,-,DBA2.1ψG
BS1_hap1_chr7,3937742,3941083,+,DBB2.1G
BS1_hap1_chr7,3967471,3969474,-,DAA2.1G
BS1_hap1_chr7,4016801,4019443,-,DAA2.2G
BS1_hap1_chr7,3958648,3963925,-,DAB2.1G
BS1_hap1_chr7,3994369,3996353,-,DAB2.2G
BS2_hap1_chr7,4258533,4260654,-,DBA2.1ψG
BS2_hap1_chr7,4261105,4264155,+,DBB2.1G
