seq_id,start,end,strand,gene
Reference_chr7,28805290,28807174,-,DAB4.1G
Reference_chr7,28809248,28811465,-,DAA4.1G
Reference_chr7,28831800,28834818,-,DBB4.1G
Reference_chr7,28835266,28837438,+,DBA4.1G
CS2_hap1_chr7,29340038,29342796,-,DBA4.1G
CS2_hap1_chr7,29343244,29346238,+,DBB4.1G
CS2_hap1_chr7,29366427,29368650,+,DAA4.1G
CS2_hap1_chr7,29370739,29374153,+,DAB4.1G
CS2_hap2_chr7,29863484,29865491,+,DAB4.1G
CS2_hap2_chr7,29876866,29879888,-,DBB4.1G
CS2_hap2_chr7,29880336,29882519,+,DBA4.1G
CS2_hap2_chr7,29857851,29860898,+,DAA4.1G
CS4_hap1_chr7,29720005,29726326,-,DBA4.1G
CS4_hap1_chr7,29726774,29729784,+,DBB4.1G
CS4_hap1_chr7,29742616,29744615,-,DAB4.1G
CS4_hap1_chr7,29747210,29750263,-,DAA4.1G
CS5_hap1_chr7,30645901,30648908,-,DBB4.1G
CS5_hap1_chr7,30649356,30651551,+,DBA4.1NullG
CS5_hap1_chr7,30621469,30623447,-,DAB4.1G
CS5_hap1_chr7,30626443,30630431,-,DAA4.1G
CS5_hap2_chr7,29523963,29526070,-,DAA4.1G
CS5_hap2_chr7,29540097,29543588,-,DBB4.1G
CS5_hap2_chr7,29544034,29546401,+,DBA4.1NullG
CS5_hap2_chr7,29519926,29521831,-,DAB4.1G
CS7_hap1_chr7,29889602,29891512,-,DAB4.1G
CS7_hap1_chr7,29894648,29896803,-,DAA4.1G
CS7_hap1_chr7,29912082,29913007,-,DBB4.1NullG
CS7_hap1_chr7,29915277,29917305,+,DBA4.1NullG
CS7_hap2_chr7,30555920,30558032,+,DAA4.1G
CS7_hap2_chr7,30565551,30567780,+,DAB4.1G
CS7_hap2_chr7,30582390,30585407,-,DBB4.1G
CS7_hap2_chr7,30585855,30587964,+,DBA4.1NullG
CS8_hap1_chr7,30470977,30473414,-,DAB4.1G
CS8_hap1_chr7,30527670,30529659,-,DAB4.2G
CS8_hap1_chr7,30536058,30538280,-,DAA4.2G
CS8_hap1_chr7,30550476,30553498,-,DBB4.1NullG
CS8_hap1_chr7,30553946,30555341,+,DBA4.1NullG
CS8_hap1_chr7,30478759,30480692,-,DAA4.1G
CS8_hap2_chr7,29992500,29994671,-,DAB4.1G
CS8_hap2_chr7,29997675,30000012,-,DAA4.1G
CS8_hap2_chr7,30015030,30018029,-,DBB4.1G
CS8_hap2_chr7,30018477,30022536,+,DBA4.1NullG
CS10_hap1_chr7,29313538,29315446,-,DAB4.1G
CS10_hap1_chr7,29317586,29319735,-,DAA4.1G
CS10_hap1_chr7,29369347,29371712,+,DAB4.2G
CS10_hap1_chr7,29381591,29384317,-,DBB4.1G
CS10_hap1_chr7,29384765,29386946,+,DBA4.1NullG
CS10_hap1_chr7,29361486,29364642,+,DAA4.2G
CS10_hap2_chr7,30492747,30494748,+,DAB4.1G
CS10_hap2_chr7,30507520,30510683,-,DBB4.1G
CS10_hap2_chr7,30511131,30517309,+,DBA4.1G
CS10_hap2_chr7,30487103,30490156,+,DAA4.1G
BS1_hap1_chr7,29821340,29823497,-,DAB4.1G
BS1_hap1_chr7,29825636,29827887,-,DAA4.1G
BS1_hap1_chr7,29865969,29868999,-,DBB4.1G
BS1_hap1_chr7,29869447,29871830,+,DBA4.1NullG
BS2_hap1_chr7,30576937,30579154,-,DBA4.1G
BS2_hap1_chr7,30582686,30585692,+,DBB4.1G
BS2_hap1_chr7,30629024,30631250,+,DAA4.1G
BS2_hap1_chr7,30633354,30635268,+,DAB4.1G
BS3_hap1_chr7,30201329,30203205,-,DAB4.1G
BS3_hap1_chr7,30205326,30207439,-,DAA4.1G
BS3_hap1_chr7,30237053,30240209,-,DBB4.1G
BS3_hap1_chr7,30240652,30242837,+,DBA4.1G
BS1_hap2_chr7,29630595,29632803,+,DBA4.1G
BS1_hap2_chr7,29739505,29741670,-,DAB4.2G
BS1_hap2_chr7,29743804,29746009,-,DAA4.2G
BS1_hap2_chr7,29782594,29785757,-,DBB4.2G
BS1_hap2_chr7,29600611,29602723,+,DAA4.1G
BS1_hap2_chr7,29610246,29612475,+,DAB4.1G
BS1_hap2_chr7,29627130,29630147,-,DBB4.1G
BS1_hap2_chr7,29786205,29789800,+,DBA4.2NullG
BS2_hap2_chr7,30264459,30267465,-,DBB4.1G
BS2_hap2_chr7,30270999,30273222,+,DBA4.1G
BS2_hap2_chr7,30244500,30247562,+,DAA4.1G
BS2_hap2_chr7,30250321,30252338,+,DAB4.1G
BS3_hap2_chr7,29692133,29694641,+,DAA4.1G
BS3_hap2_chr7,29712379,29715386,-,DBB4.1G
BS3_hap2_chr7,29715834,29717982,+,DBA4.1G
BS3_hap2_chr7,29697626,29702954,+,DAB4.1G
BS4_hap1_chr7,30659117,30662159,+,DAA4.1G
BS4_hap1_chr7,30667025,30669020,+,DAB4.1G
BS4_hap1_chr7,30681218,30683944,-,DBB4.1G
BS4_hap1_chr7,30684392,30686532,+,DBA4.1NullG
BS5_hap1_chr7,29795026,29797197,-,DAB4.1G
BS5_hap1_chr7,29800200,29802810,-,DAA4.1G
BS5_hap1_chr7,29820073,29823127,-,DBB4.1G
BS5_hap1_chr7,29823575,29826324,+,DBA4.1NullG
BS6_hap1_chr7,29757612,29763695,-,DBA4.1G
BS6_hap1_chr7,29764143,29767387,+,DBB4.1G
BS6_hap1_chr7,29778520,29780520,-,DAB4.1G
BS6_hap1_chr7,29788739,29791844,-,DAA4.1G
BS4_hap2_chr7,28870612,28876750,-,DBA4.1NullG
BS4_hap2_chr7,28877198,28880214,+,DBB4.1G
BS4_hap2_chr7,28895161,28897178,-,DAB4.1G
BS4_hap2_chr7,28899945,28903007,-,DAA4.1G
BS5_hap2_chr7,29694541,29696457,-,DAB4.1G
BS5_hap2_chr7,29698577,29700800,-,DAA4.1G
BS5_hap2_chr7,29730094,29732814,-,DBB4.1G
BS5_hap2_chr7,29733262,29735383,+,DBA4.1G
BS6_hap2_chr7,30365820,30367977,-,DAB4.1G
BS6_hap2_chr7,30370114,30372315,-,DAA4.1G
BS6_hap2_chr7,30387128,30390295,-,DBB4.1G
BS6_hap2_chr7,30390743,30392938,+,DBA4.1G
NSSH2_hap1_chr7,30150279,30152601,-,DAB4.1G
NSSH2_hap1_chr7,30154693,30156841,-,DAA4.1G
NSSH2_hap1_chr7,30186118,30189285,-,DBB4.1G
NSSH2_hap1_chr7,30189733,30196349,+,DBA4.1G
NSSH2_hap2_chr7,29676875,29679635,-,DBA4.1G
NSSH2_hap2_chr7,29680083,29683077,+,DBB4.1G
