seq_id,start,end,strand,gene
CS2_hap2_chr7,488185,491080,+,DAA7.1G
CS2_hap2_chr7,503456,505321,+,DAB7.1G
CS4_hap1_chr7,826172,828097,-,DAA7.1G
CS4_hap1_chr7,818646,818767,-,DAB7.1G
CS4_hap2_chr7,592163,595058,+,DAA7.1G
CS4_hap2_chr7,607413,609278,+,DAB7.1G
CS7_hap1_chr7,373340,375395,+,DAA7.1G
CS7_hap1_chr7,381856,385409,+,DAB7.1G
CS8_hap1_chr7,308957,311049,+,DAA7.1G
CS8_hap1_chr7,317190,318682,+,DAB7.1NullG
CS10_hap2_chr7,241955,244044,+,DAA7.1G
CS10_hap2_chr7,249787,251636,+,DAB7.1NullG
BS4_hap2_chr7,618294,620348,+,DAA7.1G
BS4_hap2_chr7,627170,629062,+,DAB7.1G
NSSH10_hap2_chr7,290513,292405,+,DAB7.1G
NSSH10_hap2_chr7,281607,283687,+,DAA7.1G
